conversation_id,user_id,cluster_membership
c2612,user479,467
c4089,user751,468
c3052,user563,469
c3362,user646,470
c5657,user1069,471
c1703,user325,472
c433,user91,473
c7683,user1410,474
c2880,user541,475
c5857,user1098,476
c455,user95,477
c778,user149,478
c5315,user921,478
c6809,user1210,478
c5054,user953,479
c1476,user264,480
c867,user159,481
c4535,user842,482
c5615,user1043,10
c217,user51,481
c2200,user413,483
c3884,user723,484
c4625,user838,485
c1247,user232,486
c526,user103,487
c6569,user1221,488
c3987,user735,489
c4500,user835,490
c1661,user317,491
c3860,user718,492
c5670,user1068,493
c4739,user881,494
c1380,user245,495
c6871,user1250,496
c126,user40,497
c2064,user386,498
c4822,user884,499
c1463,user297,500
c2326,user433,501
c3365,user624,502
c4739,user881,503
c7060,user1302,504
c4397,user803,505
c7060,user1302,506
c7060,user1302,507
c5374,user1011,508
c2086,user392,509
c104,user31,510
c1980,user351,511
c5422,user989,512
c7398,user1399,513
c1980,user351,514
c3522,user651,515
c1785,user345,516
c6223,user1155,517
c6881,user1242,518
c6352,user971,519
c212,user38,520
c3756,user670,521
c1980,user351,522
c1402,user281,523
c6570,user1190,524
c840,user155,525
c5416,user977,526
c5114,user981,527
c7077,user1303,528
c6903,user1275,529
c4456,user815,530
c3962,user730,531
c6325,user1176,532
c6570,user1190,533
c2011,user353,534
c3969,user729,535
c3969,user729,536
c5416,user977,537
c4059,user747,538
c1402,user281,539
c2604,user479,540
c7250,user1352,541
c7346,user1340,542
c4500,user835,543
c3769,user665,210
c1661,user317,544
c582,user111,545
c4999,user925,546
c1942,user360,547
c7818,user1472,548
c1084,user200,549
c390,user47,550
c2915,user537,551
c1348,user273,552
c2788,user512,553
c5239,user938,554
c4917,user904,555
c1104,user214,556
c7703,user1357,557
c582,user111,558
c559,user108,559
c7216,user1337,560
c3174,user599,561
c3256,user592,562
c1842,user348,563
c1258,user233,564
c2448,user468,565
c630,user111,566
c3782,user674,567
c1258,user233,568
c764,user133,569
c1258,user233,570
c1258,user233,570
c1258,user233,570
c6223,user1155,571
c5668,user1065,572
c5847,user1053,573
c1258,user233,574
c6594,user1208,575
c4160,user783,576
c1258,user233,577
c629,user106,578
c2448,user468,579
c2448,user468,580
c1258,user233,581
c1258,user233,581
c1258,user233,581
c6949,user1285,582
c2604,user479,583
c2837,user533,584
c1844,user345,585
c1844,user345,585
c1844,user345,586
c630,user111,587
c630,user111,588
c4599,user847,589
c630,user111,590
c4935,user910,591
c5974,user1114,592
c630,user111,593
c4633,user847,594
c5717,user1066,595
c3962,user730,596
c630,user111,597
c4599,user847,598
c4675,user871,599
c3932,user714,600
c3932,user714,600
c2038,user381,601
c2940,user547,602
c5051,user944,603
c2719,user505,604
c1326,user266,605
c6181,user1146,606
c4739,user881,607
c7306,user1373,608
c206,user22,609
c206,user22,609
c624,user131,610
c7522,user1406,611
c5458,user1022,612
c6713,user1260,613
c5115,user994,614
c5115,user994,615
c5711,user1068,616
c726,user121,617
c726,user121,617
c5114,user981,618
c99,user16,619
c3432,user630,620
c2520,user461,621
c2520,user461,621
c2520,user461,621
c2520,user461,621
c2520,user461,621
c2520,user461,621
c6109,user1136,622
c1616,user305,623
c6997,user1284,624
c714,user112,625
c7306,user1373,626
c3395,user596,627
c5458,user1022,628
c2915,user537,551
c6903,user1275,629
c2940,user547,630
c6044,user1121,631
c1326,user266,632
c1961,user372,633
c674,user131,634
c7454,user1434,635
c7201,user1333,636
c6434,user1182,637
c1239,user241,638
c5710,user1065,639
c5271,user982,640
c5271,user982,641
c2842,user544,642
c609,user128,643
c609,user128,644
c5717,user1066,645
c3539,user663,646
c3873,user719,647
c6044,user1121,648
c3641,user676,649
c694,user134,650
c3641,user676,651
c5661,user1066,652
c225,user39,653
c1966,user363,654
c2150,user400,655
c1463,user297,656
c1690,user319,657
c1690,user319,658
c2828,user524,659
c7306,user1373,608
c7306,user1373,608
c694,user134,660
c694,user134,661
c694,user134,662
c694,user134,662
c694,user134,662
c694,user134,662
c5670,user1068,663
c5670,user1068,664
c694,user134,660
c2911,user537,665
c4887,user906,666
c4887,user906,667
c6682,user1188,668
c6682,user1188,669
c6556,user1222,670
c6556,user1222,671
c3675,user664,672
c3675,user664,672
c5115,user994,673
c3675,user664,674
c4474,user836,675
c7343,user1337,676
c4044,user737,677
c629,user106,678
c629,user106,678
c629,user106,678
c3823,user695,679
c5014,user932,680
c4354,user797,681
c4354,user797,681
c3631,user683,682
c6108,user1127,683
c6108,user1127,683
c3675,user664,684
c3675,user664,685
c5051,user944,686
c2319,user432,687
c5201,user937,688
c363,user77,689
c4497,user836,690
c1389,user277,691
c1942,user360,692
c1843,user331,693
c212,user38,694
c6949,user1285,695
c4160,user783,696
c6202,user1153,697
c5668,user1065,698
c3832,user708,699
c4999,user925,546
c4999,user925,546
c4999,user925,546
c4999,user925,546
c4999,user925,546
c4999,user925,546
c2828,user524,700
c2828,user524,701
c3566,user664,702
c4811,user898,703
c1463,user297,704
c6224,user1156,705
c5847,user1053,706
c5847,user1053,707
c1801,user339,708
c6233,user1157,709
c1749,user323,710
c2326,user433,711
c5549,user1036,712
c4510,user836,713
c4510,user836,713
c2940,user547,714
c2436,user469,715
c2436,user469,715
c4897,user894,716
c4155,user780,717
c2749,user504,718
c6665,user1238,719
c4885,user886,720
c6460,user1229,721
c4885,user886,720
c5549,user1036,722
c3538,user659,723
c3538,user659,724
c337,user61,725
c337,user61,725
c7949,user1495,726
c2687,user499,727
c7711,user1466,728
c6997,user1284,725
c212,user38,729
c7711,user1466,730
c559,user108,731
c559,user108,731
c726,user121,732
c2436,user469,733
c3083,user587,734
c7711,user1466,735
c6227,user1159,736
c6233,user1157,737
c3782,user674,738
c7711,user1466,739
c2218,user411,740
c6983,user1294,741
c1980,user351,742
c3782,user674,743
c7711,user1466,739
c1403,user249,744
c1403,user249,745
c4908,user905,746
c2661,user495,747
c5909,user1097,748
c3566,user664,749
c3566,user664,750
c3566,user664,750
c3566,user664,750
c3566,user664,750
c4343,user792,751
c7540,user1406,752
c4167,user771,753
c4030,user743,754
c305,user57,755
c1008,user191,756
c5887,user1090,757
c3432,user630,758
c2920,user537,759
c6089,user1130,760
c6089,user1130,760
c6089,user1130,760
c5661,user1066,761
c5661,user1066,762
c3858,user713,763
c957,user175,764
c957,user175,764
c4955,user903,765
c3372,user616,766
c6501,user1205,767
c3756,user670,768
c3074,user557,769
c3372,user616,766
c6089,user1130,760
c6089,user1130,760
c6089,user1130,760
c1749,user323,770
c6227,user1159,771
c3504,user648,772
c7400,user1385,773
c3372,user616,774
c7808,user1387,775
c4327,user789,776
c5422,user989,512
c7522,user1406,777
c2359,user454,778
c7292,user1358,779
c6774,user1278,780
c1785,user345,781
c719,user149,782
c436,user89,783
c5114,user981,784
c5717,user1066,785
c7702,user1467,786
c1315,user239,787
c4322,user794,788
c2037,user384,789
c7244,user1354,790
c7244,user1354,790
c7213,user1338,791
c7703,user1357,792
c6044,user1121,631
c4456,user815,793
c2150,user400,794
c2150,user400,795
c7711,user1466,796
c7522,user1406,797
c6594,user1208,798
c847,user138,799
c674,user131,800
c7250,user1352,801
c6012,user1112,802
c6903,user1275,803
c6903,user1275,804
c3655,user685,805
c5853,user1077,806
c847,user138,807
c674,user131,808
c5853,user1077,809
c5853,user1077,810
c1435,user294,811
c674,user131,812
c7306,user1373,813
c5853,user1077,814
c2112,user396,815
c4434,user828,816
c7306,user1373,817
c7306,user1373,818
c764,user133,819
c5853,user1077,820
c1541,user270,821
c629,user106,822
c5708,user1061,823
c5670,user1068,824
c2239,user417,825
c2239,user417,825
c6365,user1182,826
c4155,user780,827
c5745,user1070,828
c5458,user1022,829
c5239,user938,830
c3855,user1094,831
c1157,user221,832
c1157,user221,833
c1157,user221,834
c3855,user1094,835
c4155,user780,836
c3873,user719,837
c3873,user719,838
c3873,user719,839
c7044,user1288,840
c853,user151,841
c5944,user1092,842
c5944,user1092,843
c1616,user305,844
c694,user134,845
c2150,user400,655
c1865,user337,846
c6871,user1250,496
c3638,user680,847
c7383,user1366,848
c7383,user1366,848
c469,user88,849
c2758,user509,850
c3225,user601,851
c2326,user433,852
c7932,user1468,853
c6434,user1182,854
c1402,user281,855
c858,user152,856
c1040,user195,857
c4932,user899,858
c559,user108,859
c559,user108,859
c7400,user1385,860
c1844,user345,861
c1844,user345,586
c5038,user941,862
c1402,user281,863
c6453,user1238,864
c226,user50,865
c226,user50,865
c226,user50,865
c1040,user195,857
c4903,user908,866
c5843,user1065,867
c3822,user677,868
c3793,user682,869
c3873,user719,870
c5931,user1106,840
c6338,user1179,871
c5847,user1053,872
c847,user138,873
c847,user138,873
c847,user138,873
c847,user138,873
c847,user138,873
c847,user138,873
c847,user138,873
c5458,user1022,874
c7932,user1468,875
c764,user133,876
c2218,user411,877
c6720,user1261,878
c4499,user824,879
c5847,user1053,573
c6044,user1121,880
c764,user133,881
c764,user133,881
c7544,user1446,882
c1189,user219,883
c5458,user1022,874
c3311,user622,884
c7932,user1468,885
c6044,user1121,880
c6044,user1121,648
c7017,user1293,886
c1560,user290,887
c1560,user290,888
c4456,user815,889
c1786,user340,890
c1189,user219,891
c6227,user1159,892
c7808,user1387,893
c2766,user514,894
c2766,user514,895
c5661,user1066,652
c1402,user281,896
c3064,user581,897
c4932,user899,858
c1921,user360,898
c3823,user695,899
c6411,user1223,900
c6411,user1223,901
c3225,user601,902
c714,user112,903
c3823,user695,904
c6225,user1155,905
c162,user47,906
c5881,user1093,907
c5881,user1093,908
c4470,user823,909
c4470,user823,910
c2730,user1027,911
c1749,user323,912
c3083,user587,734
c6570,user1190,913
c6803,user1276,914
c6803,user1276,914
c2218,user411,915
c4541,user819,916
c694,user134,917
c5239,user938,918
c6774,user1278,919
c226,user50,920
c6287,user1170,921
c1560,user290,922
c2915,user537,923
c2915,user537,923
c2046,user381,924
c3823,user695,925
c7271,user1355,926
c6224,user1156,927
c1189,user219,928
c6224,user1156,929
c4675,user871,930
c6903,user1275,931
c939,user170,932
c2502,user476,933
c3522,user651,934
c7250,user1352,935
c694,user134,936
c694,user134,936
c694,user134,936
c694,user134,936
c3832,user708,699
c2003,user351,937
c5013,user963,938
c1435,user294,939
c6460,user1229,940
c4946,user910,941
c2086,user392,942
c2086,user392,942
c2086,user392,943
c2086,user392,943
c6648,user1258,944
c3000,user568,945
c3000,user568,946
c5667,user1057,947
c7216,user1337,948
c2604,user479,949
c6108,user1127,950
c2249,user417,951
c2981,user553,952
c5670,user1068,953
c3225,user601,954
c3225,user601,955
c3806,user676,956
c3860,user718,957
c3860,user718,958
c5416,user977,959
c458,user90,960
c1452,user283,961
c4793,user877,962
c1452,user283,963
c1258,user233,964
c1550,user291,965
c6343,user1179,966
c6516,user1218,967
c4160,user783,968
c630,user111,566
c1402,user281,539
c624,user131,969
c3889,user713,970
c1104,user214,971
c2692,user507,972
c3987,user735,973
c2672,user499,974
c2672,user499,974
c2672,user499,974
c7427,user1433,973
c6997,user1284,725
c1708,user317,975
c4510,user836,976
c2218,user411,977
c3823,user695,978
c1801,user339,708
c7701,user1466,979
c2046,user381,980
c2842,user544,981
c2842,user544,981
c6949,user1285,982
c7024,user1276,983
c7701,user1466,984
c6233,user1157,985
c6233,user1157,986
c5670,user1068,953
c5712,user1069,987
c1708,user317,988
c2218,user411,989
c7702,user1467,990
c162,user47,991
c2115,user391,992
c5909,user1097,993
c5115,user994,994
c596,user106,995
c4167,user771,996
c5115,user994,614
c2956,user549,997
c847,user138,998
c7271,user1355,926
c3823,user695,926
c840,user155,999
c6881,user1242,1000
c4367,user808,1001
c7701,user1466,1002
c7271,user1355,1003
c4109,user757,1004
c1550,user291,1005
c2337,user436,1006
c3577,user662,1007
c1921,user360,1008
c1921,user360,1009
c3823,user695,904
c4917,user904,1010
c4917,user904,1011
c761,user140,1012
c761,user140,1013
c761,user140,1014
c761,user140,1012
c1157,user221,1015
c7949,user1495,1016
c1560,user290,922
c1094,user220,1017
c5458,user1022,1018
c761,user140,1012
c1094,user220,1017
c6949,user1285,1019
c1966,user363,1020
c2087,user391,1021
c5114,user981,1022
c2115,user391,1023
c1708,user317,1024
c5549,user1036,1025
c1969,user374,1026
c5653,user1061,1027
c3427,user627,1028
c5574,user1038,1029
c6108,user1127,1030
c5574,user1038,1029
c3855,user1094,1031
c1749,user323,1032
c596,user106,1033
c714,user112,1034
c5909,user1097,1035
c5909,user1097,1035
c6566,user1224,1036
c3918,user724,1037
c3823,user695,679
c559,user108,1038
c6460,user1229,1039
c6460,user1229,1040
c1526,user300,1041
c5870,user1096,1042
c5847,user1053,1043
c1348,user273,1044
c5668,user1065,1045
c4470,user823,1046
c7372,user1360,1047
c1807,user331,1048
c1932,user364,1049
c2087,user391,1050
c7483,user1399,1051
c6871,user1250,496
c1258,user233,1052
c1708,user317,1053
c4466,user815,1054
c1137,user200,1055
c3860,user718,1056
c5717,user1066,645
c2205,user410,1057
c4946,user910,1058
c4811,user898,826
c6227,user1159,1059
c7339,user1355,1060
c2713,user507,1061
c7398,user1399,1062
c629,user106,1063
c7711,user1466,1064
c2690,user508,1065
c6516,user1218,1066
c3225,user601,902
c7711,user1466,1067
c726,user121,1068
c6594,user1208,1069
c4512,user795,1070
c3615,user655,1071
c2218,user411,1072
c2842,user544,1073
c1754,user320,1074
c95,user25,1075
c2730,user1027,1076
c1947,user365,1077
c2604,user479,1078
c7250,user1352,1079
c5700,user1062,1080
c6686,user1190,1081
c5038,user941,1082
c7017,user1293,1083
c5909,user1097,1084
c719,user149,1085
c469,user88,1086
c7343,user1337,1087
c3675,user664,674
c719,user149,1088
c469,user88,1089
c469,user88,1089
c3822,user677,868
c3409,user634,1090
c7017,user1293,886
c1788,user339,1091
c3432,user630,1092
c3432,user630,1093
c5504,user1030,1094
c5504,user1030,1095
c4589,user856,1096
c6648,user1258,944
c469,user88,1097
c7044,user1288,213
c5816,user1080,1098
c2150,user400,1099
c4109,user757,1100
c7398,user1399,1101
c4589,user856,1102
c4589,user856,1102
c4589,user856,1103
c5504,user1030,1104
c5555,user1036,1105
c5555,user1036,1106
c847,user138,1107
c1403,user249,1108
c1403,user249,1108
c1403,user249,1108
c764,user133,1109
c3656,user681,1110
c7932,user1468,1111
c3822,user677,1112
c2233,user415,1113
c7949,user1495,1114
c4505,user802,1115
c7932,user1468,1116
c5843,user1065,1117
c6903,user1275,1118
c4811,user898,1119
c7306,user1373,1120
c3225,user601,851
c2436,user469,1121
c3822,user677,1122
c2915,user537,1123
c5843,user1065,1117
c4434,user828,1117
c6823,user1194,1124
c5013,user963,938
c6460,user1229,1125
c6434,user1182,1126
c674,user131,1127
c5909,user1097,1035
c1380,user245,1128
c1094,user220,1129
c7651,user1464,1130
c1509,user286,1131
c1947,user365,1132
c7932,user1468,1111
c1947,user365,1132
c7292,user1358,1133
c2003,user351,1134
c5909,user1097,1035
c5909,user1097,1135
c1942,user360,1136
c1942,user360,1137
c5816,user1080,1138
c7701,user1466,979
c676,user135,1139
c3918,user724,1140
c3432,user630,1141
c5014,user932,1142
c1741,user324,1143
c95,user25,1075
c2940,user547,630
c3854,user711,1144
c6225,user1155,1145
c5712,user1069,1146
c2115,user391,1023
c5237,user971,1147
c858,user152,1148
c1708,user317,1149
c5726,user1062,1150
c3577,user662,1151
c6460,user1229,1152
c596,user106,1153
c685,user114,1154
c2164,user404,1155
c5818,user700,1156
c895,user164,1157
c7701,user1466,1158
c2502,user476,1159
c5161,user923,1160
c3918,user724,1161
c4500,user835,1162
c4500,user835,1162
c7921,user1489,1163
c7921,user1489,1164
c162,user47,1165
c1541,user270,1166
c1137,user200,1167
c3656,user681,1168
c7258,user1349,1169
c7258,user1349,1169
c847,user138,1170
c847,user138,1170
c847,user138,1170
c847,user138,1170
c847,user138,1170
c847,user138,1170
c847,user138,1170
c3641,user676,649
c1285,user257,1171
c1403,user249,1172
c1403,user249,1173
c4917,user904,1011
c7271,user1355,1003
c6108,user1127,950
c2890,user527,1174
c4917,user904,1175
c5458,user1022,1018
c764,user133,1176
c631,user109,1177
c674,user131,1178
c7502,user1374,1179
c7703,user1357,1180
c1326,user266,1181
c7808,user1387,1182
c1380,user245,1183
c685,user114,1184
c743,user127,1185
c1843,user331,1186
c764,user133,1187
c7398,user1399,1188
c2890,user527,1189
c2890,user527,1190
c2890,user527,1191
c2890,user527,1191
c726,user121,1192
c726,user121,1192
c6227,user1159,1193
c1801,user339,1194
c6233,user1157,1195
c6857,user1274,1196
c7506,user1441,1197
c3641,user676,1198
c3962,user730,1199
c6569,user1221,1200
c6569,user1221,1201
c6569,user1221,1202
c4500,user835,1203
c4343,user792,1204
c2900,user540,1205
c1160,user214,1206
c5814,user1053,1207
c403,user74,1208
c6310,user1175,1209
c6604,user1196,1210
c3956,user727,1211
c3697,user678,1212
c1549,user268,1213
c3697,user678,1214
c3697,user678,1215
c3697,user678,1216
c187,user33,1217
c4059,user747,1218
c3697,user678,1219
c3697,user678,1214
c3697,user678,1220
c3697,user678,1220
c609,user128,1221
c1693,user325,1222
c5814,user1053,1207
c5531,user1036,1223
c5843,user1065,1224
c6823,user1194,1225
c7589,user1445,1226
c3395,user596,1227
c1519,user281,1228
c6857,user1274,1229
c5431,user1012,1230
c5222,user915,1231
c5222,user915,1232
c6310,user1175,1233
c5731,user1078,1234
c2766,user514,1235
c2337,user436,1236
c6516,user1218,1237
c6604,user1196,1238
c3935,user723,1239
c4458,user818,1240
c1843,user331,1241
c1843,user331,1242
c4282,user787,1243
c650,user117,1244
c5224,user953,1245
c7884,user1483,1246
c5224,user953,1247
c6608,user1217,1248
c3365,user624,1249
c5027,user952,1250
c1843,user331,1251
c5157,user920,1252
c3853,user725,1253
c7533,user1414,1254
c6604,user1196,1255
c1034,user187,1256
c1883,user353,1257
c1883,user353,1258
c6218,user1154,1259
c295,user42,1260
c3984,user739,1261
c3007,user561,1262
c6970,user1295,1263
c7368,user1393,1264
c191,user29,1265
c2671,user497,1266
c2671,user497,1267
c2671,user497,1267
c5020,user944,1268
c4955,user903,1269
