conversation_id,user_id,cluster_membership
c5820,user1065,167
c2330,user433,168
c2054,user383,169
c6348,user985,170
c7524,user1414,171
c6545,user1243,172
c5407,user1004,173
c6588,user1260,174
c3270,user625,175
c1390,user253,176
c3594,user688,177
c4186,user762,178
c3843,user707,179
c7188,user1329,180
c1620,user278,181
c1138,user207,182
c2386,user464,183
c7451,user1436,184
c7455,user1432,185
c6625,user1184,186
c6593,user1246,187
c5221,user947,188
c7848,user1390,189
c840,user155,190
c7763,user1405,191
c1959,user369,192
c5879,user1091,193
c5863,user1097,194
c1470,user301,195
c4525,user795,196
c4962,user917,197
c6307,user1173,198
c6704,user1210,199
c7977,user1492,200
c5606,user1031,201
c5797,user1062,202
c5726,user1062,203
c595,user111,204
c5210,user960,205
c5082,user960,206
c7648,user1461,207
c29,user3,208
c1468,user268,209
c3269,user621,210
c6568,user1235,211
c348,user58,212
c6726,user1267,213
c4472,user824,214
c1353,user238,215
c1419,user293,216
c3259,user608,217
c2126,user393,218
c1011,user192,219
c735,user115,220
c5110,user958,221
c2136,user398,222
c551,user108,223
c3598,user685,224
c4909,user874,225
c5724,user1075,226
c5126,user968,227
c6631,user1248,228
c7038,user1289,229
c3820,user701,230
c440,user92,231
c6353,user971,232
c7422,user1369,233
c7142,user1312,234
c4469,user831,235
c103,user24,236
c1158,user195,237
c1169,user195,238
c4361,user790,239
c3072,user562,240
c2511,user467,241
c679,user140,242
c1417,user267,243
c2329,user433,244
c1124,user221,245
c5361,user932,246
c3821,user703,247
c882,user162,248
c6627,user1230,249
c2521,user466,250
c6855,user1230,251
c6167,user1142,252
c7252,user1335,253
c1115,user185,254
c6920,user1283,255
c993,user199,256
c6932,user1277,257
c3263,user599,258
c521,user101,259
c4422,user813,260
c1116,user200,261
c800,user123,262
c5133,user950,263
c5403,user1001,264
c6169,user1149,265
c4944,user897,266
c5493,user1026,267
c385,user75,268
c2067,user384,269
c135,user28,270
c5728,user1095,271
c1500,user259,272
c6052,user1123,273
c2241,user416,274
c582,user111,275
c6270,user1169,276
c5397,user992,277
c549,user105,278
c5284,user986,279
c2405,user444,280
c4637,user859,281
c7684,user1457,282
c7374,user1356,283
c6290,user1175,284
c3559,user655,285
c151,user20,286
c698,user143,287
c5057,user956,288
c4633,user847,289
c6617,user1209,290
c1392,user278,291
c3182,user605,292
c4447,user819,293
c7059,user1302,294
c3254,user624,295
c4103,user783,296
c7425,user1384,297
c7719,user1419,298
c7616,user1458,299
c5307,user962,300
c2248,user416,301
c5018,user929,302
c6516,user1218,303
c6464,user1209,304
c7156,user1320,305
c3260,user611,306
c1721,user317,307
c6349,user985,308
c6638,user1209,309
c4935,user910,310
c3615,user655,311
c3993,user742,312
c275,user65,313
c359,user72,314
c4321,user799,315
c4042,user750,316
c4850,user905,317
c7401,user1415,318
c1777,user333,319
c1316,user250,320
c807,user156,321
c5653,user1061,322
c4363,user805,323
c5467,user1021,324
c3608,user690,325
c830,user147,326
c4696,user847,327
c3137,user559,328
c1849,user350,329
c6054,user1128,330
c409,user80,331
c5250,user961,332
c6992,user1291,333
c4993,user931,334
c7686,user1454,335
c1198,user225,336
c4302,user787,337
c2918,user528,338
c2199,user411,339
c2769,user544,340
c2077,user384,341
c1891,user360,342
c2079,user386,343
c5872,user1098,344
c5877,user1098,345
c2064,user386,346
c2808,user534,347
c7255,user1350,348
c5883,user1098,349
c7932,user1468,350
c2785,user528,351
c5352,user1007,352
c3541,user655,353
c3658,user655,354
c3684,user657,355
c1931,user365,356
c4822,user884,357
c2184,user405,358
c4025,user748,359
c4749,user885,360
c4842,user884,361
c3505,user649,362
c148,user39,363
c2156,user402,364
c4392,user813,365
c3551,user669,366
c2306,user430,367
c6046,user1123,368
c630,user111,369
c4685,user882,370
c140,user21,371
c6724,user1256,372
c6350,user985,373
c3110,user572,374
c2863,user533,375
c7039,user1300,376
c5530,user1034,377
c5592,user979,378
c2489,user470,379
c220,user61,380
c4053,user750,381
c3106,user559,382
c2121,user396,382
c4539,user802,383
c1927,user369,384
c2674,user497,385
c7715,user1467,386
c2445,user444,387
c893,user164,388
c7442,user1395,389
c2929,user528,390
c357,user75,391
c5341,user1007,392
c4322,user794,393
c186,user49,394
c7766,user1431,395
c3617,user662,396
c3574,user681,397
c1816,user339,398
c154,user35,399
c1572,user296,400
c83,user26,401
c5541,user979,402
c5662,user1095,403
c6211,user1151,404
c7940,user1491,405
c6008,user1117,406
c5294,user994,407
c2500,user466,408
c5227,user949,409
c6300,user1168,410
c1867,user360,411
c116,user28,412
c5871,user1082,413
c1642,user307,414
c4830,user887,415
c5601,user1033,416
c6306,user976,417
c2122,user392,418
c4876,user874,419
c5919,user1099,420
c6162,user1142,421
c1108,user207,422
c4454,user827,423
c7507,user1441,424
c3138,user576,425
c7286,user1368,426
c3278,user602,427
c5425,user981,428
c7518,user1441,429
c3854,user711,430
c5780,user1067,431
c2093,user390,432
c2578,user457,433
c989,user179,434
c2789,user521,435
c1176,user221,436
c2475,user476,437
c2128,user397,438
c5184,user958,439
c1409,user259,440
c6690,user1270,441
c2115,user391,442
c6309,user1169,443
c5925,user1103,444
c5372,user990,445
c2857,user526,446
c6386,user1200,447
c687,user124,448
c7710,user1419,449
c4249,user775,450
c6030,user1118,451
c2309,user430,452
c6354,user1180,453
c4051,user743,454
c1222,user234,455
c4212,user769,456
c5974,user1114,457
c1978,user381,458
c156,user28,459
c5046,user925,460
c1639,user307,461
c4359,user800,462
c421,user89,463
c7029,user1289,464
c5707,user1085,465
c5787,user1085,466
c1422,user283,467
c6894,user1277,468
c1343,user265,469
c7151,user1320,470
c2976,user553,471
c5058,user995,472
c625,user113,473
c5750,user1066,474
c5661,user1066,475
c3475,user630,476
c588,user114,477
c2316,user431,478
c2557,user461,479
c6121,user1136,480
c5717,user1066,481
c4456,user815,482
c883,user145,483
c994,user191,484
c1548,user284,485
c2036,user389,486
c7738,user1401,487
c7037,user1296,488
c3288,user595,489
c2310,user430,490
c6988,user1293,491
c4263,user765,492
c3487,user645,493
c6292,user1173,494
c2811,user1027,495
c5915,user1100,496
c2208,user407,497
c2798,user518,498
c3199,user624,499
c5301,user950,500
c5276,user960,501
c5150,user982,502
c5019,user927,503
c2080,user344,504
c7793,user1471,505
c349,user66,506
c1650,user316,507
c11,user6,508
c5234,user987,509
c4992,user926,510
c5733,user1071,511
c1128,user218,512
c6395,user1185,513
c1311,user267,514
c3309,user619,515
c5143,user941,516
c6943,user1283,516
c3228,user611,516
c7214,user1328,517
c7515,user1364,518
c6610,user1261,519
c4129,user762,520
c5393,user1001,521
c7134,user1312,522
c3705,user691,523
c1363,user272,524
c1221,user229,525
c331,user70,526
c1068,user211,527
c5573,user1041,528
c5847,user1053,529
c3722,user661,530
c5564,user1045,531
c1676,user311,532
c5065,user926,533
c7891,user1484,534
c7154,user1318,535
c1465,user272,536
c7463,user1418,537
c5761,user1095,538
c5648,user1057,539
c4611,user850,540
c3051,user571,541
c1771,user329,542
c2616,user488,543
c7052,user515,544
c4062,user748,545
c1405,user255,546
c5829,user198,547
c3015,user579,548
c6284,user1169,549
c3224,user621,550
c590,user119,551
c3059,user579,552
c4046,user742,552
c7180,user1329,552
c4463,user802,552
c4717,user880,552
c4703,user854,552
c5346,user987,553
c2016,user385,554
c3306,user615,555
c2786,user525,552
c7062,user1302,552
c2551,user477,556
c2123,user396,557
c3222,user619,558
c6394,user1204,559
c3177,user608,560
c3244,user594,561
c6022,user1122,562
c4416,user821,563
c3380,user627,564
c6104,user1133,565
c1903,user347,566
c3214,user624,567
c4329,user798,568
c3938,user716,569
c4996,user914,570
c4267,user777,571
c1701,user319,572
c6643,user1218,573
c367,user74,574
c6944,user1286,575
c4156,user754,576
c2966,user550,577
c304,user65,578
c362,user65,579
c3289,user606,580
c7041,user1298,581
c164,user25,582
c1766,user329,583
c1061,user205,584
c4099,user754,585
c6816,user1251,586
c263,user59,587
c3050,user570,588
c6542,user1208,589
c2022,user389,590
c2723,user512,591
c6557,user1199,592
c1073,user210,593
c5638,user1061,594
c1111,user183,595
c6734,user1246,596
c4778,user854,597
c4561,user807,598
c6904,user1279,599
c6080,user1129,600
c2254,user419,601
c5651,user1052,602
c6770,user1264,603
c4229,user769,604
c3198,user618,605
c5174,user955,606
c4356,user813,607
c7355,user1391,608
c5477,user1022,609
c2174,user405,610
c2973,user551,611
c6919,user1280,612
c2894,user537,613
c239,user44,614
c6215,user1154,615
c7593,user1447,616
c7803,user1424,617
c6913,user1281,618
c6139,user1141,619
c4544,user807,620
c1459,user266,621
c635,user118,622
c2585,user487,623
c5895,user1102,624
c2017,user364,625
c2740,user497,626
c594,user120,627
c9,user3,628
c3232,user595,629
c3061,user580,630
c2636,user490,631
c4550,user795,626
c6412,user1226,632
c402,user83,633
c1332,user271,634
c5897,user1107,635
c3568,user678,636
c251,user1017,637
c138,user25,638
c1552,user298,639
c4761,user878,640
c3864,user716,641
c3178,user604,642
c5005,user920,643
c3296,user594,644
c3361,user633,645
c950,user174,646
c2979,user553,646
c4290,user791,647
c1512,user276,648
c4755,user911,649
c783,user123,650
c6887,user1279,651
c554,user103,652
c3358,user594,653
c7813,user1472,654
c2967,user550,655
c1294,user251,656
c1568,user277,657
c2820,user521,658
c4495,user828,659
c4221,user770,660
c903,user165,661
c509,user84,662
c1735,user320,663
c7672,user1459,664
c7035,user1299,665
c2508,user463,666
c6722,user1220,667
c2750,user520,668
c562,user105,669
c7557,user1400,670
c4371,user817,671
c4826,user911,672
c1381,user276,551
c5622,user1049,673
c3308,user609,674
c1581,user252,675
c1678,user315,676
c4829,user898,677
c734,user153,678
c6281,user1168,679
c418,user72,680
c2668,user496,681
c6070,user1128,682
c181,user42,683
c5640,user1046,684
c6732,user1243,685
c1528,user265,686
c5932,user1165,687
c3234,user617,688
c1991,user367,689
c3898,user712,690
c3180,user593,691
c4911,user870,692
c6377,user1203,693
c3669,user684,694
c1424,user270,695
c7127,user1316,696
c3731,user672,697
c3196,user611,698
c7436,user1422,699
c7411,user1346,700
c1858,user347,701
c705,user119,702
c6489,user1191,703
c859,user145,704
c2008,user368,705
c4734,user877,706
c3997,user739,707
c805,user158,708
c2326,user433,709
c4955,user903,710
c3386,user609,711
c6779,user1213,712
c7431,user1422,713
c1270,user247,714
c1271,user234,715
c7602,user1452,716
c3724,user670,717
c7600,user1448,718
c1649,user311,719
c6521,user1211,720
c6466,user1215,721
c4807,user883,722
c4901,user897,723
c5572,user1035,724
c1327,user270,725
c2951,user548,726
c1892,user348,727
c5548,user1035,728
c298,user60,729
c3799,user704,730
c1879,user347,731
c7403,user1422,732
c5134,user962,733
c1273,user248,734
c1339,user268,735
c1845,user332,736
c2324,user433,737
c218,user49,738
c5907,user1102,739
c2440,user464,740
c1280,user247,741
c6493,user1235,742
c1775,user339,743
c1536,user279,744
c4311,user787,745
c2033,user368,746
c6226,user1155,747
c1541,user270,748
c3850,user712,749
c2025,user367,750
c1505,user279,751
c3576,user673,752
c6685,user1239,753
c1846,user339,754
c1651,user308,755
c6546,user1245,756
c6212,user1154,757
c3723,user668,758
c7205,user1341,759
c7652,user1461,760
c3989,user738,761
c5697,user1095,762
c7741,user1388,763
c5898,user1100,764
c1044,user202,765
c2669,user496,766
c4303,user794,767
c6027,user1118,768
c505,user92,769
c5827,user1082,770
c5951,user1165,771
c3213,user616,772
c6366,user1180,773
c2024,user385,774
c519,user97,775
c7452,user1422,776
c6739,user1213,777
c7626,user1448,778
c6017,user1118,779
c4971,user918,780
c4207,user793,781
c1829,user347,782
c6812,user1213,783
c6842,user1213,784
c7650,user1457,785
c7574,user1446,786
c3375,user609,787
c4769,user886,788
c1852,user333,789
c1584,user279,790
c1110,user213,791
c2232,user415,792
c7281,user1358,793
c5958,user1165,794
c7675,user1465,795
c6666,user1220,796
c7699,user1459,797
c1974,user368,798
c6578,user1210,799
c5331,user950,800
c5674,user1053,801
c3468,user630,802
c244,user46,803
c7225,user1341,804
c5908,user1100,805
c6298,user1174,551
c982,user188,551
c7640,user1412,806
c2463,user457,807
c7660,user1412,808
c5029,user960,809
c4269,user757,810
c2699,user511,811
c4598,user853,812
c6205,user1154,813
c7319,user1369,814
c7346,user1340,815
c6084,user1124,816
c3346,user626,817
c1937,user347,818
c5484,user500,819
c4624,user853,820
c1554,user289,821
c1570,user301,822
c670,user113,823
c3028,user571,824
c1690,user319,825
c5325,user999,826
c4868,user898,827
c6310,user1175,828
c2763,user521,829
c1426,user239,830
c6991,user1481,831
c3856,user712,832
c2430,user446,833
c6806,user1218,834
c6458,user1208,835
c689,user121,836
c4705,user884,837
c6815,user1264,838
c5363,user999,839
c7290,user1366,840
c6302,user1175,841
c6375,user1183,842
c1305,user253,843
c6317,user1175,844
c6322,user1175,845
c779,user121,846
c2425,user447,847
c2839,user516,848
c7745,user1388,849
c3485,user636,850
c2296,user428,851
c7446,user1422,852
c2236,user416,853
c6427,user1217,854
c6640,user1203,855
c7845,user1390,856
c6443,user1230,857
c1057,user185,858
c791,user121,859
c4931,user897,860
c941,user172,861
c4299,user772,862
c2533,user474,863
c5101,user918,864
c6518,user1220,865
c7693,user1459,866
c4093,user755,867
c3412,user627,868
c584,user107,869
c1836,user330,870
c7647,user1459,871
c5416,user977,872
c102,user28,873
c565,user105,874
c1946,user372,875
c5562,user1035,876
c3338,user597,877
c3077,user572,878
c4009,user740,879
c4338,user801,880
c6939,user1282,881
c4781,user872,882
c5255,user962,883
c5431,user1012,884
c4094,user756,885
c1768,user327,886
c417,user68,887
c2771,user525,888
c1653,user311,889
c557,user105,890
c2056,user367,891
c7260,user1345,892
c4845,user895,893
c3108,user579,839
c3290,user634,894
c7698,user1457,895
c2034,user385,896
c4728,user884,897
c6868,user1262,898
c4972,user922,899
c1010,user190,900
c5293,user961,901
c7067,user1305,902
c3761,user688,903
c1035,user190,904
c236,user37,905
c5059,user938,508
c4602,user820,508
c3845,user709,508
c4357,user806,508
c4824,user883,508
c5801,user1050,508
c2088,user383,906
c3639,user661,907
c3437,user639,512
c6824,user1254,908
c6658,user1194,909
c7887,user1485,910
c2141,user394,911
c6754,user1251,912
c7149,user1318,913
c429,user76,914
c3328,user592,915
c2573,user469,916
c6181,user1146,917
c3557,user663,918
c4500,user835,919
c2186,user409,920
c4232,user770,508
c641,user126,921
c7254,user1337,922
c1083,user201,923
c7128,user1312,924
c2656,user494,925
c1359,user274,926
c4145,user777,927
c533,user92,928
c1199,user225,929
c2471,user446,930
c4791,user889,931
c3489,user638,932
c1075,user199,933
c1159,user220,934
c6479,user1217,935
c1132,user211,936
c6021,user1108,937
c1179,user188,938
c1155,user218,939
c5144,user968,940
c5855,user1097,941
c7054,user515,942
c2548,user457,943
c5106,user938,944
c4753,user833,945
c2756,user518,946
c3883,user711,947
c6606,user1202,948
c3706,user666,949
c2009,user360,950
c1962,user366,951
c1212,user227,952
c5405,user942,953
c620,user114,954
c395,user79,955
c290,user67,955
c2461,user451,956
c3125,user569,957
c3135,user583,958
c5157,user920,959
c2960,user549,960
c2190,user404,961
c5141,user958,962
c695,user127,963
c4059,user747,964
c3124,user573,965
c1936,user369,966
c3753,user676,967
c2292,user427,968
c2293,user427,969
c2291,user427,970
c2289,user427,971
c360,user58,972
c6532,user1236,973
c7194,user1329,974
c2308,user430,975
c3056,user566,976
c6858,user1277,977
c346,user67,978
c906,user166,979
c2687,user499,980
c5571,user1039,981
c907,user166,982
c1915,user372,983
c1396,user275,984
c4310,user798,985
c7961,user1442,986
c1956,user377,987
c5561,user1039,988
c7000,user1294,989
c1963,user357,990
c7009,user1294,991
c1592,user305,992
c4177,user782,993
c7182,user1326,994
c1848,user343,995
c874,user151,996
c7739,user1401,997
c3745,user699,998
c7200,user1329,999
c187,user33,1000
c2487,user466,1001
c7904,user1487,1002
c2956,user549,1003
c2420,user451,1004
c6809,user1210,1005
c7664,user1425,1006
c6159,user1142,1007
c7728,user1363,1008
c5798,user1066,1009
c6832,user1262,1010
c1750,user320,1011
c7026,user1293,1012
c6098,user1127,1013
c6935,user1283,1014
c231,user57,1015
c1700,user316,1016
c4203,user768,1017
c5893,user1091,1018
c3668,user673,1019
c2370,user455,1020
c7327,user1348,1021
c1493,user253,1021
c5788,user1095,1022
c2344,user439,1023
c165,user44,1024
c856,user147,1025
c1605,user294,1026
c591,user111,1027
c739,user140,1028
c764,user133,1029
c3478,user630,1030
c2046,user381,1031
c3499,user648,1032
c2901,user536,1033
c6014,user1114,1034
c5369,user1010,1035
c2076,user391,1036
c7060,user1302,1037
c1841,user351,1038
c5941,user1087,1039
c1518,user301,1040
c5633,user1057,1041
c2685,user497,1042
c7179,user1326,1043
c4081,user737,1044
c5494,user1025,1045
c3226,user615,1046
c6219,user1155,1047
c4367,user808,1048
c2206,user411,1049
c2828,user524,1050
c1530,user283,1051
c6163,user1146,1052
c2225,user410,1053
c372,user73,1054
c1961,user372,1055
c3212,user605,1056
c2062,user381,1057
c2212,user411,1058
c573,user108,1059
c7846,user1390,1060
c637,user125,1061
c7580,user1452,1062
c3599,user669,1063
c1758,user331,1064
c8006,user1499,1065
c7237,user1350,1066
c1781,user331,1067
c4110,user768,1068
c1149,user219,1069
c4721,user892,1070
c4820,user892,1071
c858,user152,1072
c1032,user210,1073
c1557,user304,1074
c526,user103,1075
c3195,user617,1076
c3299,user617,1077
c5330,user1007,1078
c3778,user702,1079
c2896,user535,1080
c2919,user535,1081
c2822,user535,1082
c1275,user238,1083
c2909,user535,1084
c6327,user1178,1085
c7579,user1458,1086
c5834,user1090,1087
c1869,user356,1079
c7597,user1479,1088
c496,user101,1089
c3635,user688,1090
c3750,user688,1091
c4832,user895,1092
c6599,user1235,1093
c1729,user326,1094
c5287,user969,1095
c6530,user1248,1096
c5846,user198,1097
c408,user82,1098
c7638,user1454,1099
c6411,user1223,1100
c2535,user451,1101
c5130,user944,1102
c3318,user624,1103
c7068,user1305,1104
c4773,user857,1105
c198,user20,1106
c6403,user1182,1107
c7592,user1450,1108
c6538,user1229,1109
c3481,user640,1110
c2473,user471,1111
c4847,user889,1112
c6029,user1104,1113
c4045,user740,1114
c6695,user1246,1115
c6906,user1256,1116
c5319,user1001,1117
c6364,user1185,1118
c7806,user1387,1119
c3087,user581,1120
c4184,user769,1121
c6910,user1281,1122
c4817,user900,1123
c665,user140,1124
c5504,user1030,1125
c2643,user491,1126
c4032,user738,1127
c6766,user1249,1128
c1726,user327,1129
c2930,user545,1129
c4180,user764,1129
c56,user14,1129
c2760,user524,1129
c4379,user827,1129
c2924,user545,1129
c3,user6,1129
c197,user52,1129
c4170,user764,1129
c5647,user1095,1129
c2926,user545,1129
c4125,user764,1129
c4087,user755,1129
c7933,user1490,1129
c2342,user440,1129
c1302,user265,1129
c659,user116,1129
c4151,user764,1129
c59,user14,1129
c1899,user356,1129
c4107,user764,1129
c1949,user380,1129
c4894,user909,1129
c5003,user939,1129
c693,user116,1129
c1391,user283,1129
c2928,user545,1129
c5054,user953,1129
c6571,user1249,1129
c3764,user702,1129
c750,user116,1129
c3535,user663,1129
c618,user116,1129
c795,user116,1129
c1733,user327,1129
c1372,user274,1130
c7625,user1479,1131
c7583,user1479,1132
c774,user158,1133
c4405,user827,1133
c93,user29,1134
c108,user29,1135
c4380,user815,1136
c4351,user815,1137
c4400,user815,1138
c132,user29,1139
c153,user29,1140
c191,user29,1141
c3548,user667,1142
c2012,user371,1143
c6058,user1127,1144
c878,user145,1145
c5803,user1077,1146
c2287,user427,1130
c917,user168,1130
c6628,user1249,1130
c916,user168,1130
c1884,user363,1147
c6575,user1271,1148
c4913,user906,1149
c870,user145,1150
c4881,user908,1151
c3431,user598,1151
c6297,user1176,1151
c6176,user1148,1152
c5323,user1003,1153
c6560,user1257,1154
c6693,user1257,1155
c2676,user500,1156
c5359,user1009,1157
c6515,user1249,1158
c6735,user1249,1159
c6684,user1249,1160
c294,user1017,1161
c607,user125,1162
c1260,user246,1162
c1719,user327,1162
c717,user116,1162
c523,user102,1162
c6085,user1133,1162
c85,user22,1163
c5076,user971,1164
c4389,user814,1165
c701,user141,1166
c8005,user1499,1130
c2349,user448,1167
c658,user134,1168
c3001,user560,1169
c6308,user1177,1170
c3055,user576,1171
c1358,user270,1172
c4417,user820,1173
c258,user52,1174
c544,user102,1175
c530,user102,1176
c6799,user1252,1177
c2523,user480,1178
c6172,user1150,1179
c3233,user628,1180
c737,user138,1130
c5099,user939,1181
c2601,user488,1182
c7331,user1350,1183
c738,user154,1184
c4720,user874,1185
c3580,user685,1186
c5430,user1012,1187
c529,user96,1188
c467,user96,1189
c515,user96,1190
c494,user96,1191
c541,user96,1192
c2020,user381,1193
c141,user43,1194
c2537,user480,1195
c7358,user1395,1196
c1517,user303,1197
c627,user115,1198
c1561,user306,1199
c6447,user1233,1200
c1652,user315,1201
c1537,user296,1202
c1889,user356,1203
c1596,user296,1204
c5499,user1028,1205
c7363,user1378,1206
c6513,user1240,1207
c2250,user421,1208
c4592,user858,1209
c1491,user296,1210
c5984,user1118,1211
c2361,user446,1212
c1683,user309,1213
c786,user145,624
c1657,user309,1214
c4626,user858,1215
c6738,user1239,1216
c4960,user918,1217
c5340,user1004,1218
c3943,user716,1132
c3547,user661,1132
c477,user96,1130
c3507,user652,1132
c1835,user356,1130
c6535,user1239,1130
c353,user63,1130
c3113,user583,1130
c1257,user247,1130
c4421,user819,1130
c1675,user1024,1130
c4092,user793,1219
c6199,user1152,1220
c2428,user461,1221
c2784,user524,1222
c4759,user898,1223
c4091,user759,1224
c47,user5,1225
c3170,user602,1226
c1542,user306,1227
c4127,user769,1227
c832,user145,1228
c5684,user1060,1229
c517,user92,1230
c227,user52,1231
c321,user52,1232
c3156,user584,1233
c647,user130,1234
c4706,user858,1235
c6184,user1152,1236
c1648,user309,1237
c101,user32,1238
c622,user130,1239
c6420,user1235,1240
c75,user19,1241
c4649,user858,1242
c4581,user858,1243
c5654,user1071,1244
c1952,user370,1245
c2478,user463,1246
c4554,user841,1246
c3890,user724,1247
c3802,user702,1248
c4595,user854,1249
c6271,user1170,1250
c6379,user1196,1251
c1455,user296,646
c221,user58,1252
c6233,user1157,1253
c1850,user356,1254
c1780,user342,1254
c7065,user1303,1255
c576,user109,1256
c4378,user807,1257
c1223,user230,1258
c287,user52,1259
c334,user52,1260
c6819,user1239,1261
c5014,user932,1262
c4147,user793,1263
c875,user163,1264
c7241,user1351,1130
c7380,user1394,1265
c4347,user812,1266
c1805,user348,1267
c572,user109,1268
c6409,user1208,1269
c4964,user915,1270
c4610,user839,1271
c4621,user841,1272
c1244,user230,1273
c5619,user1046,1274
c6621,user1239,1275
c539,user102,1276
c1909,user364,1277
c7639,user1465,1278
c1677,user323,1279
c6450,user1220,1280
c4423,user807,1281
c6381,user1197,1282
c6752,user1230,1283
c1992,user357,1284
c2042,user357,1285
c1335,user251,1286
c371,user80,1287
c7265,user1357,1288
c6013,user1117,1289
c2869,user527,1290
c7317,user1356,1291
c5429,user980,1292
c1323,user271,1293
c2432,user441,1293
c581,user112,1294
c4344,user803,1295
c4441,user803,1296
c3600,user667,1297
c3562,user667,1298
c3584,user667,1299
c2846,user535,1300
c1348,user273,1301
c3642,user667,1302
c3618,user667,1303
c1414,user254,1304
c1366,user264,1305
c5048,user939,1306
c1764,user333,1307
c1415,user271,1308
c6554,user1206,1309
c7635,user1460,1310
c4976,user921,1311
c4570,user849,1312
c5415,user928,1313
c4711,user849,1314
c4590,user849,1315
c3076,user584,1316
c694,user134,1317
c4563,user844,1318
c796,user157,1319
c7824,user263,1320
c648,user135,1321
c4117,user793,1322
c3011,user562,1323
c1264,user242,1132
c1292,user230,1324
c1319,user230,1325
c6234,user1159,1326
c6268,user962,1327
c5066,user962,1328
c7236,user1346,1329
c6227,user1159,1330
c6194,user1154,1331
c6239,user1159,1332
c3359,user627,1333
c1245,user242,1334
c5225,user936,1335
c4675,user871,1336
c6363,user1181,1337
c7927,user1206,1337
c2341,user441,1337
c2416,user441,1337
c2380,user441,1337
c6359,user1181,1337
c6358,user1181,1337
c4011,user728,1337
c6303,user1176,1337
c1760,user332,1337
c6313,user1173,1337
c62,user14,1337
c6687,user1247,1338
c6612,user1183,1339
c6355,user1181,1340
c6607,user1247,1341
c7121,user1308,1342
c7087,user1308,1343
c7099,user1308,1344
c7115,user1308,1345
c2877,user535,1346
c3773,user679,1347
c3634,user679,1348
c6407,user1217,1349
c4855,user900,1350
c3417,user606,1351
c6949,user1285,1352
c7148,user1320,1353
c4887,user906,1354
c5857,user1098,1355
c5269,user983,1356
c1361,user254,1357
c5579,user1044,1358
c3791,user679,1359
c5171,user983,1360
c1877,user354,1361
c4746,user895,1362
c5404,user1008,1130
